sku,product_id,product_name,collection,price,size,gender,category,subcategory,short_description,why_buy_this,best_for,impression,you_will_like_it_if,avoid_if,longevity_score,projection_score,gift_safety_score,fresh_score,floral_score,woody_score,musky_score,oud_score,amber_score,sweet_score,spicy_score,scent_family,key_ingredients,concentration,perfumer,live_url
12780000,silk-oud-880,SILK OUD,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,OUD,SILKY OUD WITH DEEP WARMTH,"Choose SILK OUD if you want a woody, oud fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Woody character with a oud touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,40,22,58,22,40,22,22,22,Wood,See long description,Eau de Parfum,Olivier Cresp,https://global.aljazeeraperfumes.com/en/product-details/SILK%20OUD/880
12790000,oud-forever-882,OUD FOREVER,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,OUD,OUD WITHOUT END,"Choose OUD FOREVER if you want a woody, spicy fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a spicy touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,40,40,76,40,40,40,22,58,Wood,See long description,Eau de Parfum,Jeanne-Marie Faugier,https://global.aljazeeraperfumes.com/en/product-details/OUD%20FOREVER/882
12660000,oryx-elite-scented-candle-884,ORYX ELITE Scented Candle,ORYX,80,Perfume,Unisex,HOME FRAGRANCES,HOME FRAGRANCES,ORYX ELITE Scented Candle,"Choose ORYX ELITE Scented Candle if you want a woody, floral fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Woody character with a floral touch,You enjoy home fragrances perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,40,40,58,40,22,22,40,22,HOME FRAGRANCES,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/ORYX%20ELITE%20Scented%20Candle/884
30470000,al-thuraya-886,AL THURAYA,LUXURY COLLECTION,530,50 ML,Unisex,PERFUMES,OUD,STARLIT ARABIAN HEIGHT,"Choose AL THURAYA if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a woody touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,96,58,22,40,40,22,22,Wood,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/AL%20THURAYA/886
12810000,flower-musk-888,FLOWER MUSK,ALJAZEERA COLLECTION,155,60 ML,Unisex,PERFUMES,FLOWERS,FLORAL MUSK WITH GENTLE RADIANCE,"Choose FLOWER MUSK if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Floral character with a woody touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,58,96,76,40,22,22,40,22,Floral,See long description,Eau de Parfum,Nelly Hachem-Ruiz,https://global.aljazeeraperfumes.com/en/product-details/FLOWER%20MUSK/888
12820000,powdery-musk-890,POWDERY MUSK,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,MUSK,POWDERY MUSK IN A VELVET TRAIL,"Choose POWDERY MUSK if you want a musky, floral fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Musky character with a floral touch,You enjoy musky perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,58,58,58,86,40,40,22,40,Musky,See long description,Eau de Parfum,Jean-Luis Sieuzac,https://global.aljazeeraperfumes.com/en/product-details/POWDERY%20MUSK/890
1283000,jade-892,JADE,ALJAZEERA PERFUMES,155,100 ML,Unisex,PERFUMES,FRESH,GREEN FRESHNESS WITH POLISHED SOFTNESS,"Choose JADE if you want a floral, fresh fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,58,96,40,40,22,40,22,22,Floral,See long description,Eau de Parfum,Mathieu Nardin,https://global.aljazeeraperfumes.com/en/product-details/JADE/892
1284000,marine-894,MARINE,ALJAZEERA PERFUMES,155,100 ML,Unisex,PERFUMES,OUD,SEA SALT MOTION,"Choose MARINE if you want a sweet, floral fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Sweet character with a floral touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,58,58,58,40,40,40,76,22,Wood,See long description,Eau de Parfum,"<font face=""Calibri"" style="""">Arturetto Landi</font>",https://global.aljazeeraperfumes.com/en/product-details/MARINE/894
12670000,oryx-patchouli-wood-896,ORYX PATCHOULI WOOD,ORYX PERFUMES,215,60 ML,Unisex,PERFUMES,OUD,ORYX PATCHOULI WOOD,"Choose ORYX PATCHOULI WOOD if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a woody touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,58,76,58,22,40,40,22,40,Wood,See long description,Eau de Parfum,Delphine Lebeau,https://global.aljazeeraperfumes.com/en/product-details/ORYX%20PATCHOULI%20WOOD/896
30260000,king-898,KING,LUXURY COLLECTION,330,50 ML,Unisex,PERFUMES,OUD,KING’S OPULENT ESSENCE,"Choose KING if you want a floral, musky fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a musky touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,58,76,40,58,40,40,40,22,Wood,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/KING/898
30250000,johar-900,JOHAR,LUXURY COLLECTION,330,50 ML,Unisex,PERFUMES,OUD,GOLDEN SIGNATURE GLOW,"Choose JOHAR if you want a woody, sweet fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a sweet touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,40,40,94,40,40,22,58,22,Wood,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/JOHAR/900
30330000,sharq-902,SHARQ,LUXURY COLLECTION,330,50 ML,Unisex,PERFUMES,OUD,TIMELESS EASTERN SIGNATURE,"Choose SHARQ if you want a woody, floral fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Woody character with a floral touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,40,58,22,40,40,22,22,Wood,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/SHARQ/902
30460000,al-somu-904,AL SOMU,LUXURY COLLECTION,330,50 ML,Unisex,PERFUMES,OUD,ROYAL DEPTH,"Choose AL SOMU if you want a woody, floral fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a floral touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,22,58,76,40,40,22,22,40,Wood,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/AL%20SOMU/904
30400000,yildiz-906,YILDIZ,ALJAZEERA COLLECTION,530,50 ML,Unisex,PERFUMES,FLOWERS,OTTOMAN LEGACY ESSENCE,"Choose YILDIZ if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a woody touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,76,58,22,40,40,22,40,Wood,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/YILDIZ/906
30390000,topkapi-908,TOPKAPI,LUXURY COLLECTION,530,50 ML,Unisex,PERFUMES,OUD,ANCIENT ROYAL SPLENDOUR,"Choose TOPKAPI if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a woody touch,You enjoy ambre perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,40,76,58,40,40,40,40,22,Ambre,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/TOPKAPI/908
30380000,dolmabahce-910,DOLMABAHCE,LUXURY COLLECTION,530,50 ML,Unisex,PERFUMES,OUD,GOLDEN WATERFRONT LEGACY,"Choose DOLMABAHCE if you want a floral, oud fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a oud touch,You enjoy ambre perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,40,76,22,40,40,40,22,22,Ambre,See long description,Eau de Parfum,"<span style=""color: rgb(112, 112, 112); font-family: Cairo, Roboto, sans-serif; font-size: 12px;"">Alcohol Denat., Fragrance (Parfum), Water (Aqua) Citronellol, Geraniol, Benzyl Alcohol</span>",https://global.aljazeeraperfumes.com/en/product-details/DOLMABAHCE/910
30360000,almas-912,ALMAS,LUXURY COLLECTION,330,50 ML,Unisex,PERFUMES,OUD,DIAMOND OUD ELEGANCE,"Choose ALMAS if you want a floral, woody fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Floral character with a woody touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,58,58,58,40,40,22,22,Wood,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/ALMAS/912
30430000-,alkanz-914,ALKANZ,LUXURY COLLECTION,400,50 ML,Unisex,PERFUMES,AMBER,ALKANZ,"Choose ALKANZ if you want a floral, fresh fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,58,86,40,22,40,40,40,22,Floral,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/ALKANZ/914
30450000,maaly-916,MAALY,LUXURY COLLECTION,330,50 ML,Unisex,PERFUMES,OUD,PALACE ROSE IN QUIET SMOKE,"Choose MAALY if you want a musky, floral fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Musky character with a floral touch,You enjoy ambre perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,40,40,58,40,40,22,22,Ambre,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/MAALY/916
30290000,aldar-918,ALDAR,LUXURY COLLECTION,330,50 ML,Unisex,PERFUMES,OUD,LUXURIOUS DESERT AURA,"Choose ALDAR if you want a floral, oud fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Floral character with a oud touch,You enjoy ambre perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,40,40,40,40,40,40,22,22,Ambre,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/ALDAR/918
2024307,alligator-920,ALLIGATOR,ALJAZEERA PERFUMES,175,60 ML,Unisex,PERFUMES,OUD,BOLD LEATHER WITH UNTAMED WARMTH,"Choose ALLIGATOR if you want a woody, sweet fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a sweet touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,22,22,76,22,40,40,76,22,Wood,See long description,Eau de Parfum,Mathieu Nardin,https://global.aljazeeraperfumes.com/en/product-details/ALLIGATOR/920
12870000,smoky-amber-922,SMOKY AMBER,ALJAZEERA PERFUMES,155,100 ML,Unisex,PERFUMES,FRESH,SMOKY AMBER COMMAND,"Choose SMOKY AMBER if you want a fresh, floral fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Fresh character with a floral touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very fresh, light, citrus-only fragrances.",9,7,8,86,76,22,40,40,76,40,22,Fresh,See long description,Eau de Parfum,Nathalie Lorson,https://global.aljazeeraperfumes.com/en/product-details/SMOKY%20AMBER/922
12860000,white-amber-924,WHITE AMBER,ALJAZEERA PERFUMES,155,100 ML,Unisex,PERFUMES,AMBER,WHITE AMBER CALM,"Choose WHITE AMBER if you want a floral, amber fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Floral character with a amber touch,You enjoy ambre perfumes with a distinctive fragrance character,"You prefer very fresh, light, citrus-only fragrances.",9,7,8,58,96,40,22,22,76,40,22,Ambre,See long description,Eau de Parfum,Sophie Labbe,https://global.aljazeeraperfumes.com/en/product-details/WHITE%20AMBER/924
1296000,al-rayyan-926,AL RAYYAN,ALJAZEERA COLLECTION,175,70 ML,Unisex,PERFUMES,FLOWERS,AL RAYYAN,"Choose AL RAYYAN if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Floral character with a woody touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,40,96,96,22,40,22,40,22,Floral,See long description,Eau de Parfum,Sophie Labbe,https://global.aljazeeraperfumes.com/en/product-details/AL%20RAYYAN/926
1295000,al-bairaq-928,AL BAIRAQ,ALJAZEERA PERFUMES,175,70 ML,Unisex,PERFUMES,OUD,AL BAIRAQ,"Choose AL BAIRAQ if you want a woody, oud fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Woody character with a oud touch,You enjoy ambre perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,22,58,40,40,40,22,22,Ambre,See long description,Eau de Parfum,Jean Louis Sieuzac,https://global.aljazeeraperfumes.com/en/product-details/AL%20BAIRAQ/928
12100000-,palace-hairmist-930,PALACE HAIRMIST,ALJAZEERA COLLECTION,110,100 ML,Unisex,PERFUMES,FLOWERS,PALACE HAIRMIST,"Choose PALACE HAIRMIST if you want a floral, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",7,6,8,94,96,40,22,22,40,22,40,Floral,See long description,Hair Mist,,https://global.aljazeeraperfumes.com/en/product-details/PALACE%20HAIRMIST/930
11091000,maharaja-931,MAHARAJA,ALJAZEERA PERFUMES,155,100 ML,Unisex,PERFUMES,OUD,NOBLE WOODS WITH ROYAL POWER,"Choose MAHARAJA if you want a woody, amber fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a amber touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,22,40,76,22,40,58,22,22,Wood,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/MAHARAJA/931
1153000,160-by-qatar-airways-933,160 By Qatar Airways,ALJAZEERA COLLECTION,155,60 ML,Unisex,PERFUMES,FLOWERS,SMOOTH LUXURY ABOVE THE CLOUDS,"Choose 160 By Qatar Airways if you want a floral, fresh fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy floral perfumes with Mandarin - Pink Pepper - Jasmine - Patchouli - Vanilla - Musk,"You prefer very light, simple fragrances with almost no projection.",7,6,8,58,96,40,40,40,22,58,40,Floral,Mandarin - Pink Pepper - Jasmine - Patchouli - Vanilla - Musk,Eau de Parfum,Sophie Labbe,https://global.aljazeeraperfumes.com/en/product-details/160%20By%20Qatar%20Airways/933
1152000,q-by-qatar-airways-935,Q by Qatar Airways,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,OUD,SKYBOUND FRESHNESS WITH ELEGANT NOTES,"Choose Q by Qatar Airways if you want a woody, floral fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a floral touch,You enjoy wood perfumes with Saffron - Raspberry - Rose - Geranium - Patchouli - Guaiac Wood - Musk,"You prefer very light, simple fragrances with almost no projection.",9,7,8,40,40,76,40,40,40,22,40,Wood,Saffron - Raspberry - Rose - Geranium - Patchouli - Guaiac Wood - Musk,Eau de Parfum,Jean Luis Sieuzac,https://global.aljazeeraperfumes.com/en/product-details/Q%20by%20Qatar%20Airways/935
1241000,andalusian-garden-939,ANDALUSIAN GARDEN,ALJAZEERA COLLECTION,155,60 ML,Unisex,PERFUMES,FLOWERS,GARDEN OF QUIET LUXURY,"Choose ANDALUSIAN GARDEN if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Floral character with a woody touch,You enjoy floral perfumes with MUSK - AMBERGRIS -SANDALWOOD - KISHMIRAN - DAMASK ROSE,"You prefer very light, simple fragrances with almost no projection.",9,7,8,40,96,76,58,22,40,22,22,Floral,MUSK - AMBERGRIS -SANDALWOOD - KISHMIRAN - DAMASK ROSE,Eau de Parfum,"<span style=""color: rgb(20, 20, 20); font-size: medium;"">Nathalie Lorson</span>",https://global.aljazeeraperfumes.com/en/product-details/ANDALUSIAN%20GARDEN/939
10100000,class-blue-941,CLASS BLUE,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,OUD,COOL AROMATIC ELEGANCE,"Choose CLASS BLUE if you want a oud, amber fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Oud character with a amber touch,You enjoy oud perfumes with a distinctive fragrance character,"You prefer very fresh, light, citrus-only fragrances.",9,8,7,22,40,22,40,90,58,22,58,OUD,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/CLASS%20BLUE/941
13000000,cookie-943,COOKIE,ALJAZEERA PERFUMES,155,70 ML,Unisex,PERFUMES,FRESH,FRESH-BAKED SWEETNESS,"Choose COOKIE if you want a fresh, sweet fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer",Fresh character with a sweet touch,You enjoy fresh perfumes with Bergamot - Pear - Orris - Gardenia - Vanilla - Chocolate - Olibanum - Musk,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",7,6,8,86,22,22,40,22,22,58,22,Fresh,Bergamot - Pear - Orris - Gardenia - Vanilla - Chocolate - Olibanum - Musk,Eau de Parfum,"<span data-start=""861"" data-end=""880"" style=""color: initial; font-size: 1rem; background-color: transparent;"">Nathalie Lorson</span><span style=""color: initial; font-size: 1rem; background-color: transparent;"">,</span>",https://global.aljazeeraperfumes.com/en/product-details/COOKIE/943
12990000,candy-945,CANDY,ALJAZEERA COLLECTION,155,70 ML,Unisex,PERFUMES,FLOWERS,SUGAR RUSH CHARM,"Choose CANDY if you want a floral, sweet fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a sweet touch,You enjoy floral perfumes with Lychee - Grapefruit - Pink pepper - Jasmine - Peach - Patchouli - Tonka bean - Ambroxan - Caramel.,"You prefer very light, simple fragrances with almost no projection.",7,6,8,22,96,40,40,22,22,94,40,Floral,Lychee - Grapefruit - Pink pepper - Jasmine - Peach - Patchouli - Tonka bean - Ambroxan - Caramel.,Eau de Parfum,Michel Almairac,https://global.aljazeeraperfumes.com/en/product-details/CANDY/945
11350000,amazon-947,AMAZON,ALJAZEERA COLLECTION,155,60 ML,Unisex,PERFUMES,FLOWERS,AMAZON,"Choose AMAZON if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a woody touch,You enjoy floral perfumes with ِ Oud - Amber - Rose -Iris Flower - Sandalwood - Raspberry - Pink Pepper,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,96,58,22,40,40,22,40,Floral,ِ Oud - Amber - Rose -Iris Flower - Sandalwood - Raspberry - Pink Pepper,Eau de Parfum,Dominique Ropion,https://global.aljazeeraperfumes.com/en/product-details/AMAZON/947
20200001,al-zubara-oil-949,AL ZUBARA OIL,ALJAZEERA PERFUMES,124,Perfume,Unisex,PERFUMES,OUD,AL ZUBARA OIL,"Choose AL ZUBARA OIL if you want a oud, woody fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Oud character with a woody touch,You enjoy oud perfumes with a distinctive fragrance character,"You prefer very fresh, light, citrus-only fragrances.",9,8,7,22,40,76,40,90,22,22,22,OUD,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/AL%20ZUBARA%20OIL/949
20253432,18th-december-951,18TH DECEMBER,ALJAZEERA PERFUMES,175,70 ML,Unisex,PERFUMES,OUD,19th DECEMBER,"Choose 18TH DECEMBER if you want a woody, fresh fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a fresh touch,You enjoy wood perfumes with Bergamot – Patchouli – Coffee – Cedarwood – Amber – Vanilla – Leather – Musk,"You prefer very light, simple fragrances with almost no projection.",9,7,8,58,22,76,40,40,40,40,22,Wood,Bergamot – Patchouli – Coffee – Cedarwood – Amber – Vanilla – Leather – Musk,Eau de Parfum,Ilias Ermenidis,https://global.aljazeeraperfumes.com/en/product-details/18TH%20DECEMBER/951
20263479,fifa-canada-953,FIFA CANADA,ALJAZEERA PERFUMES,155,100 ML,Unisex,PERFUMES,FRESH,MAPLE STADIUM SPIRIT,"Choose FIFA CANADA if you want a woody, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Evening, Winter, Luxury Gift",Woody character with a fresh touch,You enjoy fresh perfumes with Black pepper – Lemon – Nutmeg – Lavandina – Guaiac wood – Cinnamon – Vetiver – Vanilla – Sandalwood – Patchouli,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",9,8,8,86,58,94,22,22,22,40,76,Fresh,Black pepper – Lemon – Nutmeg – Lavandina – Guaiac wood – Cinnamon – Vetiver – Vanilla – Sandalwood – Patchouli,Eau de Parfum,"<span style=""text-align: right;"">Jean-Christophe Herault</span>",https://global.aljazeeraperfumes.com/en/product-details/FIFA%20CANADA/953
20263477,fifa-usa-955,FIFA USA,ALJAZEERA COLLECTION,155,100 ML,Unisex,PERFUMES,FLOWERS,AMERICAN STADIUM PULSE,"Choose FIFA USA if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a woody touch,You enjoy floral perfumes with Pineapple – Geranium - Lavender – Orange Blossom - Patchouli – Vetiver,"You prefer very light, simple fragrances with almost no projection.",8,7,8,58,96,58,22,22,22,22,22,Floral,Pineapple – Geranium - Lavender – Orange Blossom - Patchouli – Vetiver,Eau de Parfum,LOC DONG,https://global.aljazeeraperfumes.com/en/product-details/FIFA%20USA/955
20263478,fifa-mexico-957,FIFA MEXICO,ALJAZEERA PERFUMES,155,100 ML,Unisex,PERFUMES,FRESH,AZTEC GOAL FEVER,"Choose FIFA MEXICO if you want a floral, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy fresh perfumes with Orange – Blackcurrant – Coconut – Rose – Jasmine – Orange Blossom – Vanilla – Sandalwood – Amberwood,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",8,7,8,86,94,58,22,40,40,40,22,Fresh,Orange – Blackcurrant – Coconut – Rose – Jasmine – Orange Blossom – Vanilla – Sandalwood – Amberwood,Eau de Parfum,Dominique Ropion,https://global.aljazeeraperfumes.com/en/product-details/FIFA%20MEXICO/957
13010000_variant,magic-paris-959,MAGIC PARIS,ALJAZEERA PERFUMES,155,70 ML,Unisex,PERFUMES,FRESH,A PARIS NIGHT OF LEATHER AND VANILLA,"Choose MAGIC PARIS if you want a floral, spicy fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Special Occasions",Floral character with a spicy touch,You enjoy floral perfumes with Pink Pepper – Saffron – Iris – Berries – Leather – Vanilla – Sandalwood,"You prefer very light, simple fragrances with almost no projection.",9,7,8,40,96,58,22,22,22,40,76,Floral,Pink Pepper – Saffron – Iris – Berries – Leather – Vanilla – Sandalwood,Eau de Parfum,SOPHIE LABBE,https://global.aljazeeraperfumes.com/en/product-details/MAGIC%20PARIS/959
13020000_variant,magic-barcelona-961,MAGIC BARCELONA,ALJAZEERA PERFUMES,155,70 ML,Unisex,PERFUMES,FRESH,BARCELONA NIGHTS TOUCHED BY SANDALWOOD,"Choose MAGIC BARCELONA if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Floral character with a woody touch,You enjoy floral perfumes with Bergamot – Pear – Patchouli – Vanilla – Amber – Sandalwood – Ambroxan,"You prefer very light, simple fragrances with almost no projection.",9,7,8,58,84,76,22,22,40,58,22,Floral,Bergamot – Pear – Patchouli – Vanilla – Amber – Sandalwood – Ambroxan,Eau de Parfum,ROMAIN ALMEIRAC,https://global.aljazeeraperfumes.com/en/product-details/MAGIC%20BARCELONA/961
